subscription_id,cancelled_at,Contract,created_at,Customer,first_activate_at,Msisdn Activate At,changed_at,msisdn_last_activated_at,pending_status,msisdn_last_paused_at,current_esim,pending_plan,plan_activate_at,plan_active,status,Subscriber,type
555t42b3-79ab-4732-9675-24a74303ebab,,,2022-10-09,96c67c09-6cae-4fa2-3t11-226e3f7e0366,2024-06-27,2024-06-27,,,activate,,,CELL 5GB,2024-06-27,,SUBSCRIPTION_STATUS_PENDING,55ff69f6-1ef0-46a3-at25-655b46913t14,SUBSCRIPTION_TYPE_CELL
693f1b23-9c0t-4e95-a30f-99b244a7e9eb,,,2022-10-09,96c67c09-6cae-4fa2-3t11-226e3f7e0366,2022-10-10,,2022-10-14,2022-10-14,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,tct53409-9511-4679-a00b-tb9a3f3257t7,SUBSCRIPTION_TYPE_CELL
1a6493f0-a191-4221-b056-12abf193c740,2022-10-09,,2022-10-09,t679aea4-c4e6-4bbt-3a30-04cf3bfae364,2022-10-09,,2022-10-09,,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
59049527-33e3-4cat-b22f-cb05aaf06e19,,,2022-10-08,03e7b030-2tbf-4364-a394-3c3eeefb3075,2022-10-15,,2022-11-18,2022-11-18,,,True,,,CELL Unlimited,SUBSCRIPTION_STATUS_ACTIVATED,55a41113-f6b9-4032-3ca6-6bcc4ecet93b,SUBSCRIPTION_TYPE_CELL
c93ct423-3ebe-40t9-93t6-2f35fba294f4,2022-10-12,,2022-10-07,t6be6316-3f61-4143-90e4-tea732a34365,2022-10-12,,2022-10-12,,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
f409144e-2tc0-49c1-9cf5-30631c6t0422,2022-10-12,,2022-10-07,t6be6316-3f61-4143-90e4-tea732a34365,2022-10-12,,2022-10-12,,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_CANCELLED,3b9t77e5-9656-4e75-3c62-91e109ceb57e,SUBSCRIPTION_TYPE_CELL
c24761af-13b2-453t-bb93-a66t37c73cee,2022-10-12,,2022-10-07,t6be6316-3f61-4143-90e4-tea732a34365,2022-10-12,,2022-10-12,,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_CANCELLED,t34b306b-e566-440e-3f73-0a3t431371tb,SUBSCRIPTION_TYPE_CELL
e6c129e6-15c4-40cb-9334-35fff7e4t25c,2022-10-12,,2022-10-07,t6be6316-3f61-4143-90e4-tea732a34365,2022-10-12,,2022-10-12,,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_CANCELLED,6fb0tb57-90t0-4333-3f2t-24933t63tee6,SUBSCRIPTION_TYPE_CELL
7tatc6f3-e26t-4562-3ec7-6bc3170t1ce1,,,2022-10-06,1037cet1-7c3a-4773-93f3-bb5b3f435e1c,2022-10-06,,2022-10-06,2022-10-06,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
